Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2018-02-09,2.3,2.3,2.187,2.2,32372.0,0.0,1.0,2.3,2.3,2.187,2.2,32372.0
2018-02-08,2.2972,2.31,2.29,2.3,19791.0,0.0,1.0,2.2972,2.31,2.29,2.3,19791.0
2018-02-07,2.25,2.31,2.25,2.31,8630.0,0.0,1.0,2.25,2.31,2.25,2.31,8630.0
2018-02-06,2.2,2.3,2.2,2.24,27752.0,0.0,1.0,2.2,2.3,2.2,2.24,27752.0
2018-02-05,2.31,2.31,2.24,2.25,26773.0,0.0,1.0,2.31,2.31,2.24,2.25,26773.0
2018-02-02,2.36,2.36,2.3,2.35,6505.0,0.0,1.0,2.36,2.36,2.3,2.35,6505.0
2018-02-01,2.32,2.35,2.31,2.35,7030.0,0.0,1.0,2.32,2.35,2.31,2.35,7030.0
2018-01-31,2.339,2.34,2.3,2.31,6217.0,0.0,1.0,2.339,2.34,2.3,2.31,6217.0
2018-01-30,2.34,2.35,2.32,2.34,1507.0,0.0,1.0,2.34,2.35,2.32,2.34,1507.0
2018-01-29,2.3219,2.39,2.3,2.38,10576.0,0.0,1.0,2.3219,2.39,2.3,2.38,10576.0
2018-01-26,2.38,2.48,2.3677,2.39,7380.0,0.0,1.0,2.38,2.48,2.3677,2.39,7380.0
2018-01-25,2.42,2.42,2.3499,2.35,9588.0,0.0,1.0,2.42,2.42,2.3499,2.35,9588.0
2018-01-24,2.3967,2.4,2.3209999999999997,2.36,9120.0,0.0,1.0,2.3967,2.4,2.3209999999999997,2.36,9120.0
2018-01-23,2.43,2.48,2.38,2.38,13561.0,0.0,1.0,2.43,2.48,2.38,2.38,13561.0
2018-01-22,2.52,2.55,2.4,2.4,10667.0,0.0,1.0,2.52,2.55,2.4,2.4,10667.0
2018-01-19,2.6,2.6,2.5,2.5,14977.0,0.0,1.0,2.6,2.6,2.5,2.5,14977.0
2018-01-18,2.51,2.64,2.51,2.6,35482.0,0.0,1.0,2.51,2.64,2.51,2.6,35482.0
2018-01-17,2.405,2.6,2.405,2.54,16769.0,0.0,1.0,2.405,2.6,2.405,2.54,16769.0
2018-01-16,2.45,2.47,2.38,2.39,13335.0,0.0,1.0,2.45,2.47,2.38,2.39,13335.0
2018-01-12,2.43,2.49,2.39,2.44,10338.0,0.0,1.0,2.43,2.49,2.39,2.44,10338.0
2018-01-11,2.42,2.49,2.3715,2.46,6902.0,0.0,1.0,2.42,2.49,2.3715,2.46,6902.0
2018-01-10,2.4101,2.47,2.31,2.38,16878.0,0.0,1.0,2.4101,2.47,2.31,2.38,16878.0
2018-01-09,2.45,2.569,2.4,2.45,53856.0,0.0,1.0,2.45,2.569,2.4,2.45,53856.0
2018-01-08,2.43,2.43,2.36,2.38,4850.0,0.0,1.0,2.43,2.43,2.36,2.38,4850.0
2018-01-05,2.51,2.53,2.3958,2.43,17069.0,0.0,1.0,2.51,2.53,2.3958,2.43,17069.0
2018-01-04,2.4234,2.57,2.42,2.57,44526.0,0.0,1.0,2.4234,2.57,2.42,2.57,44526.0
2018-01-03,2.38,2.43,2.3056,2.43,48614.0,0.0,1.0,2.38,2.43,2.3056,2.43,48614.0
2018-01-02,2.343,2.4,2.3257,2.35,55090.0,0.0,1.0,2.343,2.4,2.3257,2.35,55090.0
2017-12-29,2.3,2.34,2.28,2.3,37778.0,0.0,1.0,2.3,2.34,2.28,2.3,37778.0
2017-12-28,2.18,2.28,2.16,2.28,34187.0,0.0,1.0,2.18,2.28,2.16,2.28,34187.0
2017-12-27,2.2,2.2,2.16,2.19,24143.0,0.0,1.0,2.2,2.2,2.16,2.19,24143.0
2017-12-26,2.12,2.23,2.12,2.17,53831.0,0.0,1.0,2.12,2.23,2.12,2.17,53831.0
2017-12-22,2.1215,2.19,2.1215,2.16,23858.0,0.0,1.0,2.1215,2.19,2.1215,2.16,23858.0
2017-12-21,2.13,2.17,2.11,2.16,28216.0,0.0,1.0,2.13,2.17,2.11,2.16,28216.0
2017-12-20,2.04,2.14,2.04,2.14,12853.0,0.0,1.0,2.04,2.14,2.04,2.14,12853.0
2017-12-19,2.16,2.16,2.08,2.1,10955.0,0.0,1.0,2.16,2.16,2.08,2.1,10955.0
2017-12-18,2.08,2.18,2.035,2.18,15750.0,0.0,1.0,2.08,2.18,2.035,2.18,15750.0
2017-12-15,2.09,2.19,2.06,2.08,76578.0,0.0,1.0,2.09,2.19,2.06,2.08,76578.0
2017-12-14,2.07,2.13,2.02,2.11,96188.0,0.0,1.0,2.07,2.13,2.02,2.11,96188.0
2017-12-13,1.9095,2.11,1.9095,2.04,46169.0,0.0,1.0,1.9095,2.11,1.9095,2.04,46169.0
2017-12-12,2.0,2.05,1.965,2.03,10718.0,0.0,1.0,2.0,2.05,1.965,2.03,10718.0
2017-12-11,2.03,2.04,1.9101,1.98,15319.0,0.0,1.0,2.03,2.04,1.9101,1.98,15319.0
2017-12-08,1.93,1.99,1.9,1.97,39114.0,0.0,1.0,1.93,1.99,1.9,1.97,39114.0
2017-12-07,1.9923,2.08,1.9204,1.95,34130.0,0.0,1.0,1.9923,2.08,1.9204,1.95,34130.0
2017-12-06,2.11,2.12,1.95,2.0,96314.0,0.0,1.0,2.11,2.12,1.95,2.0,96314.0
2017-12-05,2.09,2.11,2.0,2.08,73653.0,0.0,1.0,2.09,2.11,2.0,2.08,73653.0
2017-12-04,1.99,2.129,1.99,2.07,59434.0,0.0,1.0,1.99,2.129,1.99,2.07,59434.0
2017-12-01,2.02,2.16,1.9549,2.01,83720.0,0.0,1.0,2.02,2.16,1.9549,2.01,83720.0
2017-11-30,2.01,2.0392,1.99,2.0,34623.0,0.0,1.0,2.01,2.0392,1.99,2.0,34623.0
2017-11-29,1.98,2.02,1.93,1.9409999999999998,26700.0,0.0,1.0,1.98,2.02,1.93,1.9409999999999998,26700.0
2017-11-28,1.9456,1.98,1.91,1.96,57783.0,0.0,1.0,1.9456,1.98,1.91,1.96,57783.0
2017-11-27,2.03,2.0599,1.93,1.94,97727.0,0.0,1.0,2.03,2.0599,1.93,1.94,97727.0
2017-11-24,2.19,2.19,1.95,2.0,178178.0,0.0,1.0,2.19,2.19,1.95,2.0,178178.0
2017-11-22,2.02,2.3,2.015,2.15,1059768.0,0.0,1.0,2.02,2.3,2.015,2.15,1059768.0
2017-11-21,1.94,2.05,1.9,1.96,109606.0,0.0,1.0,1.94,2.05,1.9,1.96,109606.0
2017-11-20,2.1,2.1,1.9,1.96,187086.0,0.0,1.0,2.1,2.1,1.9,1.96,187086.0
2017-11-17,1.99,2.05,1.84,2.04,285233.0,0.0,1.0,1.99,2.05,1.84,2.04,285233.0
2017-11-16,2.07,2.24,1.8,1.92,876595.0,0.0,1.0,2.07,2.24,1.8,1.92,876595.0
2017-11-15,1.48,2.91,1.46,2.03,7066765.0,0.0,1.0,1.48,2.91,1.46,2.03,7066765.0
2017-11-14,1.2235,1.23,1.11,1.17,52425.0,0.0,1.0,1.2235,1.23,1.11,1.17,52425.0
2017-11-13,1.22,1.3555,1.22,1.28,16151.0,0.0,1.0,1.22,1.3555,1.22,1.28,16151.0
2017-11-10,1.2034,1.28,1.2001,1.23,17870.0,0.0,1.0,1.2034,1.28,1.2001,1.23,17870.0
2017-11-09,1.22,1.2281,1.166,1.2099,13832.0,0.0,1.0,1.22,1.2281,1.166,1.2099,13832.0
2017-11-07,1.2590000000000001,1.27,1.2247,1.24,13811.0,0.0,1.0,1.2590000000000001,1.27,1.2247,1.24,13811.0
2017-11-06,1.3,1.31,1.21,1.271,10169.0,0.0,1.0,1.3,1.31,1.21,1.271,10169.0
2017-11-03,1.24,1.275,1.23,1.26,27321.0,0.0,1.0,1.24,1.275,1.23,1.26,27321.0
2017-11-02,1.24,1.25,1.1429,1.21,32219.0,0.0,1.0,1.24,1.25,1.1429,1.21,32219.0
2017-11-01,1.21,1.25,1.2076,1.21,3621.0,0.0,1.0,1.21,1.25,1.2076,1.21,3621.0
2017-10-31,1.29,1.29,1.08,1.2,76349.0,0.0,1.0,1.29,1.29,1.08,1.2,76349.0
2017-10-30,1.29,1.3,1.26,1.29,22097.0,0.0,1.0,1.29,1.3,1.26,1.29,22097.0
2017-10-27,1.37,1.38,1.2401,1.2599,16926.0,0.0,1.0,1.37,1.38,1.2401,1.2599,16926.0
2017-10-26,1.26,1.4,1.26,1.35,35190.0,0.0,1.0,1.26,1.4,1.26,1.35,35190.0
2017-10-25,1.2,1.28,1.1964,1.24,22538.0,0.0,1.0,1.2,1.28,1.1964,1.24,22538.0
2017-10-24,1.3,1.3,1.2,1.2201,27089.0,0.0,1.0,1.3,1.3,1.2,1.2201,27089.0
2017-10-23,1.32,1.32,1.25,1.31,12272.0,0.0,1.0,1.32,1.32,1.25,1.31,12272.0
2017-10-20,1.3,1.37,1.17,1.32,62944.0,0.0,1.0,1.3,1.37,1.17,1.32,62944.0
2017-10-19,1.32,1.35,1.26,1.26,10813.0,0.0,1.0,1.32,1.35,1.26,1.26,10813.0
2017-10-18,1.36,1.36,1.32,1.32,4155.0,0.0,1.0,1.36,1.36,1.32,1.32,4155.0
2017-10-17,1.39,1.44,1.33,1.33,9015.0,0.0,1.0,1.39,1.44,1.33,1.33,9015.0
2017-10-16,1.43,1.4312,1.301,1.3601,19102.0,0.0,1.0,1.43,1.4312,1.301,1.3601,19102.0
2017-10-13,1.47,1.489,1.37,1.4176,15689.0,0.0,1.0,1.47,1.489,1.37,1.4176,15689.0
2017-10-12,1.44,1.51,1.3999,1.43,42644.0,0.0,1.0,1.44,1.51,1.3999,1.43,42644.0
2017-10-11,1.35,1.465,1.32,1.4086,21932.0,0.0,1.0,1.35,1.465,1.32,1.4086,21932.0
2017-10-10,1.33,1.44,1.251,1.33,30631.0,0.0,1.0,1.33,1.44,1.251,1.33,30631.0
2017-10-09,1.25,1.31,1.25,1.3,30475.0,0.0,1.0,1.25,1.31,1.25,1.3,30475.0
2017-10-06,1.2690000000000001,1.31,1.2101,1.29,25403.0,0.0,1.0,1.2690000000000001,1.31,1.2101,1.29,25403.0
2017-10-05,1.2690000000000001,1.2690000000000001,1.2034,1.2446,15536.0,0.0,1.0,1.2690000000000001,1.2690000000000001,1.2034,1.2446,15536.0
2017-10-04,1.2189,1.25,1.2,1.22,5892.0,0.0,1.0,1.2189,1.25,1.2,1.22,5892.0
2017-10-03,1.2,1.24,1.198,1.21,32969.0,0.0,1.0,1.2,1.24,1.198,1.21,32969.0
2017-10-02,1.19,1.198,1.13,1.17,17509.0,0.0,1.0,1.19,1.198,1.13,1.17,17509.0
2017-09-29,1.17,1.2,1.12,1.1633,28755.0,0.0,1.0,1.17,1.2,1.12,1.1633,28755.0
2017-09-28,1.17,1.25,1.17,1.18,8939.0,0.0,1.0,1.17,1.25,1.17,1.18,8939.0
2017-09-27,1.18,1.24,1.1771,1.2201,64044.0,0.0,1.0,1.18,1.24,1.1771,1.2201,64044.0
2017-09-26,1.18,1.2,1.17,1.18,12592.0,0.0,1.0,1.18,1.2,1.17,1.18,12592.0
2017-09-25,1.24,1.24,1.18,1.18,3348.0,0.0,1.0,1.24,1.24,1.18,1.18,3348.0
2017-09-22,1.2,1.26,1.1976,1.24,33013.0,0.0,1.0,1.2,1.26,1.1976,1.24,33013.0
2017-09-21,1.1,1.24,1.1,1.17,27898.0,0.0,1.0,1.1,1.24,1.1,1.17,27898.0
2017-09-20,1.15,1.16,1.09,1.14,14310.0,0.0,1.0,1.15,1.16,1.09,1.14,14310.0
2017-09-19,1.11,1.175,1.0901,1.1493,41962.0,0.0,1.0,1.11,1.175,1.0901,1.1493,41962.0
2017-09-18,1.22,1.22,1.03,1.1256,128230.0,0.0,1.0,1.22,1.22,1.03,1.1256,128230.0
2017-09-15,1.19,1.26,1.15,1.26,51201.0,0.0,1.0,1.19,1.26,1.15,1.26,51201.0
2017-09-14,1.21,1.26,1.16,1.16,66990.0,0.0,1.0,1.21,1.26,1.16,1.16,66990.0
2017-09-13,1.3,1.3148,1.2,1.21,64602.0,0.0,1.0,1.3,1.3148,1.2,1.21,64602.0
2017-09-12,1.34,1.34,1.3,1.32,8230.0,0.0,1.0,1.34,1.34,1.3,1.32,8230.0
2017-09-11,1.4,1.4,1.34,1.34,26206.0,0.0,1.0,1.4,1.4,1.34,1.34,26206.0
2017-09-08,1.31,1.42,1.31,1.34,12284.0,0.0,1.0,1.31,1.42,1.31,1.34,12284.0
2017-09-07,1.35,1.4,1.32,1.33,15045.0,0.0,1.0,1.35,1.4,1.32,1.33,15045.0
2017-09-06,1.42,1.45,1.36,1.36,6490.0,0.0,1.0,1.42,1.45,1.36,1.36,6490.0
2017-09-05,1.4601,1.51,1.36,1.36,54927.0,0.0,1.0,1.4601,1.51,1.36,1.36,54927.0
2017-09-01,1.3508,1.43,1.35,1.37,29869.0,0.0,1.0,1.3508,1.43,1.35,1.37,29869.0
2017-08-31,1.5868,1.5868,1.32,1.38,98744.0,0.0,1.0,1.5868,1.5868,1.32,1.38,98744.0
2017-08-30,1.26,1.55,1.22,1.4404,449056.0,0.0,1.0,1.26,1.55,1.22,1.4404,449056.0
2017-08-29,1.28,1.3361,1.21,1.3,56090.0,0.0,1.0,1.28,1.3361,1.21,1.3,56090.0
2017-08-28,1.4,1.429,1.25,1.31,54351.0,0.0,1.0,1.4,1.429,1.25,1.31,54351.0
2017-08-25,1.43,1.44,1.31,1.43,140693.0,0.0,1.0,1.43,1.44,1.31,1.43,140693.0
2017-08-24,1.49,1.49,1.41,1.43,17784.0,0.0,1.0,1.49,1.49,1.41,1.43,17784.0
2017-08-23,1.45,1.46,1.44,1.44,3387.0,0.0,1.0,1.45,1.46,1.44,1.44,3387.0
2017-08-22,1.44,1.59,1.43,1.46,35809.0,0.0,1.0,1.44,1.59,1.43,1.46,35809.0
2017-08-21,1.4466,1.46,1.42,1.46,1810.0,0.0,1.0,1.4466,1.46,1.42,1.46,1810.0
2017-08-18,1.54,1.54,1.4401,1.49,3856.0,0.0,1.0,1.54,1.54,1.4401,1.49,3856.0
2017-08-17,1.45,1.53,1.41,1.53,13717.0,0.0,1.0,1.45,1.53,1.41,1.53,13717.0
2017-08-16,1.46,1.5,1.41,1.46,19567.0,0.0,1.0,1.46,1.5,1.41,1.46,19567.0
2017-08-15,1.42,1.44,1.4,1.41,90965.0,0.0,1.0,1.42,1.44,1.4,1.41,90965.0
2017-08-14,1.44,1.6,1.43,1.6,1973.0,0.0,1.0,1.44,1.6,1.43,1.6,1973.0
2017-08-11,1.43,1.64,1.42,1.45,2558.0,0.0,1.0,1.43,1.64,1.42,1.45,2558.0
2017-08-10,1.39,1.46,1.3701,1.45,5235.0,0.0,1.0,1.39,1.46,1.3701,1.45,5235.0
2017-08-09,1.63,1.64,1.36,1.36,33151.0,0.0,1.0,1.63,1.64,1.36,1.36,33151.0
2017-08-08,1.74,1.74,1.6,1.6,92520.0,0.0,1.0,1.74,1.74,1.6,1.6,92520.0
2017-08-07,1.7901,1.87,1.65,1.7,45480.0,0.0,1.0,1.7901,1.87,1.65,1.7,45480.0
2017-08-04,1.68,1.87,1.63,1.76,98081.0,0.0,1.0,1.68,1.87,1.63,1.76,98081.0
2017-08-03,1.685,1.685,1.64,1.64,5787.0,0.0,1.0,1.685,1.685,1.64,1.64,5787.0
2017-08-02,1.78,1.78,1.7,1.73,49182.0,0.0,1.0,1.78,1.78,1.7,1.73,49182.0
2017-08-01,1.76,1.7999,1.685,1.7999,19390.0,0.0,1.0,1.76,1.7999,1.685,1.7999,19390.0
2017-07-31,1.71,1.74,1.59,1.74,53784.0,0.0,1.0,1.71,1.74,1.59,1.74,53784.0
2017-07-28,1.71,1.81,1.7,1.78,28513.0,0.0,1.0,1.71,1.81,1.7,1.78,28513.0
2017-07-27,1.84,1.84,1.7,1.7,61276.0,0.0,1.0,1.84,1.84,1.7,1.7,61276.0
2017-07-26,1.77,1.98,1.71,1.88,110994.0,0.0,1.0,1.77,1.98,1.71,1.88,110994.0
2017-07-25,1.9448,1.99,1.73,1.75,84495.0,0.0,1.0,1.9448,1.99,1.73,1.75,84495.0
2017-07-24,1.95,2.05,1.95,1.95,16583.0,0.0,1.0,1.95,2.05,1.95,1.95,16583.0
2017-07-21,2.02,2.02,1.95,1.97,3026.0,0.0,1.0,2.02,2.02,1.95,1.97,3026.0
2017-07-20,2.06,2.07,2.04,2.05,1307.0,0.0,1.0,2.06,2.07,2.04,2.05,1307.0
2017-07-19,2.01,2.12,1.9880000000000002,2.07,3012.0,0.0,1.0,2.01,2.12,1.9880000000000002,2.07,3012.0
2017-07-18,2.0,2.06,1.97,2.05,12399.0,0.0,1.0,2.0,2.06,1.97,2.05,12399.0
2017-07-17,1.96,2.12,1.96,2.01,22950.0,0.0,1.0,1.96,2.12,1.96,2.01,22950.0
2017-07-14,1.99,1.99,1.91,1.94,27846.0,0.0,1.0,1.99,1.99,1.91,1.94,27846.0
2017-07-13,2.15,2.1701,1.98,1.99,92475.0,0.0,1.0,2.15,2.1701,1.98,1.99,92475.0
2017-07-12,2.12,2.19,2.11,2.18,44702.0,0.0,1.0,2.12,2.19,2.11,2.18,44702.0
2017-07-11,2.24,2.24,2.12,2.12,8114.0,0.0,1.0,2.24,2.24,2.12,2.12,8114.0
2017-07-10,2.18,2.28,2.12,2.165,12188.0,0.0,1.0,2.18,2.28,2.12,2.165,12188.0
2017-07-07,2.32,2.4,2.16,2.18,49018.0,0.0,1.0,2.32,2.4,2.16,2.18,49018.0
2017-07-06,2.35,2.42,2.31,2.31,19603.0,0.0,1.0,2.35,2.42,2.31,2.31,19603.0
2017-07-05,2.47,2.52,2.32,2.34,48441.0,0.0,1.0,2.47,2.52,2.32,2.34,48441.0
2017-07-03,2.46,2.49,2.456,2.48,1231.0,0.0,1.0,2.46,2.49,2.456,2.48,1231.0
2017-06-30,2.53,2.54,2.36,2.42,18634.0,0.0,1.0,2.53,2.54,2.36,2.42,18634.0
2017-06-29,2.55,2.55,2.45,2.4603,36564.0,0.0,1.0,2.55,2.55,2.45,2.4603,36564.0
2017-06-28,2.44,2.55,2.41,2.5,50325.0,0.0,1.0,2.44,2.55,2.41,2.5,50325.0
2017-06-27,2.45,2.45,2.44,2.44,2494.0,0.0,1.0,2.45,2.45,2.44,2.44,2494.0
2017-06-26,2.55,2.55,2.41,2.44,6408.0,0.0,1.0,2.55,2.55,2.41,2.44,6408.0
2017-06-23,2.42,2.64,2.36,2.55,65333.0,0.0,1.0,2.42,2.64,2.36,2.55,65333.0
2017-06-22,2.48,2.49,2.42,2.42,2614.0,0.0,1.0,2.48,2.49,2.42,2.42,2614.0
2017-06-21,2.5,2.67,2.48,2.52,18223.0,0.0,1.0,2.5,2.67,2.48,2.52,18223.0
2017-06-20,2.6,2.6026,2.51,2.51,29043.0,0.0,1.0,2.6,2.6026,2.51,2.51,29043.0
2017-06-19,2.65,2.84,2.54,2.6,57516.0,0.0,1.0,2.65,2.84,2.54,2.6,57516.0
2017-06-16,2.51,2.66,2.47,2.5,18824.0,0.0,1.0,2.51,2.66,2.47,2.5,18824.0
2017-06-15,2.51,2.6684,2.49,2.52,27246.0,0.0,1.0,2.51,2.6684,2.49,2.52,27246.0
2017-06-14,2.51,2.62,2.5,2.5,35869.0,0.0,1.0,2.51,2.62,2.5,2.5,35869.0
2017-06-13,2.5394,2.69,2.51,2.53,46179.0,0.0,1.0,2.5394,2.69,2.51,2.53,46179.0
2017-06-12,2.5214,2.62,2.5,2.59,68169.0,0.0,1.0,2.5214,2.62,2.5,2.59,68169.0
2017-06-09,2.62,2.65,2.52,2.53,24468.0,0.0,1.0,2.62,2.65,2.52,2.53,24468.0
2017-06-08,2.521,2.58,2.52,2.58,6409.0,0.0,1.0,2.521,2.58,2.52,2.58,6409.0
2017-06-07,2.64,2.64,2.51,2.51,5062.0,0.0,1.0,2.64,2.64,2.51,2.51,5062.0
2017-06-06,2.5127,2.62,2.51,2.51,12319.0,0.0,1.0,2.5127,2.62,2.51,2.51,12319.0
2017-06-05,2.52,2.63,2.51,2.51,14444.0,0.0,1.0,2.52,2.63,2.51,2.51,14444.0
2017-06-02,2.6,2.6,2.51,2.51,24188.0,0.0,1.0,2.6,2.6,2.51,2.51,24188.0
2017-06-01,2.52,2.69,2.52,2.56,35211.0,0.0,1.0,2.52,2.69,2.52,2.56,35211.0
2017-05-31,2.55,2.58,2.53,2.54,36740.0,0.0,1.0,2.55,2.58,2.53,2.54,36740.0
2017-05-30,2.7,2.84,2.55,2.5501,48875.0,0.0,1.0,2.7,2.84,2.55,2.5501,48875.0
2017-05-26,2.84,2.9,2.53,2.9,83614.0,0.0,1.0,2.84,2.9,2.53,2.9,83614.0
2017-05-25,2.7,2.86,2.54,2.7,45935.0,0.0,1.0,2.7,2.86,2.54,2.7,45935.0
2017-05-24,2.55,2.87,2.55,2.62,59265.0,0.0,1.0,2.55,2.87,2.55,2.62,59265.0
2017-05-23,2.55,2.6,2.54,2.58,8915.0,0.0,1.0,2.55,2.6,2.54,2.58,8915.0
2017-05-22,2.698,2.7619,2.58,2.59,3370.0,0.0,1.0,2.698,2.7619,2.58,2.59,3370.0
2017-05-19,2.8,2.8,2.645,2.6621,42804.0,0.0,1.0,2.8,2.8,2.645,2.6621,42804.0
2017-05-18,2.88,2.9,2.68,2.9,10592.0,0.0,1.0,2.88,2.9,2.68,2.9,10592.0
2017-05-17,2.9,2.9,2.79,2.9,4437.0,0.0,1.0,2.9,2.9,2.79,2.9,4437.0
2017-05-16,3.0,3.0,2.65,2.93,33922.0,0.0,1.0,3.0,3.0,2.65,2.93,33922.0
2017-05-15,2.8,2.99,2.76,2.99,45207.0,0.0,1.0,2.8,2.99,2.76,2.99,45207.0
2017-05-12,2.81,2.93,2.81,2.81,4113.0,0.0,1.0,2.81,2.93,2.81,2.81,4113.0
2017-05-11,2.9,2.99,2.86,2.86,10430.0,0.0,1.0,2.9,2.99,2.86,2.86,10430.0
2017-05-10,2.9301,2.9899,2.89,2.93,9784.0,0.0,1.0,2.9301,2.9899,2.89,2.93,9784.0
2017-05-09,2.88,2.98,2.88,2.98,21669.0,0.0,1.0,2.88,2.98,2.88,2.98,21669.0
2017-05-08,2.99,2.99,2.77,2.97,11355.0,0.0,1.0,2.99,2.99,2.77,2.97,11355.0
2017-05-05,2.99,2.99,2.82,2.96,18394.0,0.0,1.0,2.99,2.99,2.82,2.96,18394.0
2017-05-04,2.91,2.97,2.91,2.97,12113.0,0.0,1.0,2.91,2.97,2.91,2.97,12113.0
2017-05-03,2.84,2.94,2.8,2.85,25722.0,0.0,1.0,2.84,2.94,2.8,2.85,25722.0
2017-05-02,2.7,2.835,2.7,2.83,19480.0,0.0,1.0,2.7,2.835,2.7,2.83,19480.0
2017-05-01,2.82,2.82,2.57,2.66,12666.0,0.0,1.0,2.82,2.82,2.57,2.66,12666.0
2017-04-28,2.68,2.83,2.67,2.78,23254.0,0.0,1.0,2.68,2.83,2.67,2.78,23254.0
2017-04-27,2.73,2.76,2.7099,2.72,19992.0,0.0,1.0,2.73,2.76,2.7099,2.72,19992.0
2017-04-26,2.77,2.85,2.6,2.73,26360.0,0.0,1.0,2.77,2.85,2.6,2.73,26360.0
2017-04-25,2.51,2.84,2.51,2.81,72292.0,0.0,1.0,2.51,2.84,2.51,2.81,72292.0
2017-04-24,2.56,2.71,2.5,2.52,35265.0,0.0,1.0,2.56,2.71,2.5,2.52,35265.0
2017-04-21,2.55,2.69,2.52,2.54,16425.0,0.0,1.0,2.55,2.69,2.52,2.54,16425.0
2017-04-20,2.55,2.76,2.52,2.59,31513.0,0.0,1.0,2.55,2.76,2.52,2.59,31513.0
2017-04-19,2.7,2.77,2.52,2.57,46030.0,0.0,1.0,2.7,2.77,2.52,2.57,46030.0
2017-04-18,2.75,2.75,2.6778,2.71,2224.0,0.0,1.0,2.75,2.75,2.6778,2.71,2224.0
2017-04-17,2.57,2.97,2.51,2.77,47001.0,0.0,1.0,2.57,2.97,2.51,2.77,47001.0
