Date,Open,High,Low,Close,Volume,ExDividend,SplitRatio,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
2018-03-27,0.434,0.4366,0.4101,0.42,25664.0,0.0,1.0,0.434,0.4366,0.4101,0.42,25664.0
2018-03-26,0.445,0.445,0.39,0.42,96012.0,0.0,1.0,0.445,0.445,0.39,0.42,96012.0
2018-03-23,0.44001,0.44799999999999995,0.42,0.4376,49957.0,0.0,1.0,0.44001,0.44799999999999995,0.42,0.4376,49957.0
2018-03-22,0.4476,0.44799999999999995,0.4284,0.4379,25707.0,0.0,1.0,0.4476,0.44799999999999995,0.4284,0.4379,25707.0
2018-03-21,0.418,0.488,0.41,0.428,132327.0,0.0,1.0,0.418,0.488,0.41,0.428,132327.0
2018-03-20,0.46,0.47,0.4021,0.41700000000000004,169082.0,0.0,1.0,0.46,0.47,0.4021,0.41700000000000004,169082.0
2018-03-19,0.48,0.49,0.45,0.452,210867.0,0.0,1.0,0.48,0.49,0.45,0.452,210867.0
2018-03-16,0.47,0.49,0.47,0.47,92110.0,0.0,1.0,0.47,0.49,0.47,0.47,92110.0
2018-03-15,0.49,0.495,0.4601,0.47,201395.0,0.0,1.0,0.49,0.495,0.4601,0.47,201395.0
2018-03-14,0.48,0.51,0.46,0.46,220120.0,0.0,1.0,0.48,0.51,0.46,0.46,220120.0
2018-03-13,0.47700000000000004,0.5051,0.47700000000000004,0.49,117325.0,0.0,1.0,0.47700000000000004,0.5051,0.47700000000000004,0.49,117325.0
2018-03-12,0.45,0.4789,0.45,0.47700000000000004,89531.0,0.0,1.0,0.45,0.4789,0.45,0.47700000000000004,89531.0
2018-03-09,0.5,0.5196,0.46,0.48,395890.0,0.0,1.0,0.5,0.5196,0.46,0.48,395890.0
2018-03-08,0.4772,0.49,0.4501,0.49,67124.0,0.0,1.0,0.4772,0.49,0.4501,0.49,67124.0
2018-03-07,0.5,0.5,0.44,0.4439,305962.0,0.0,1.0,0.5,0.5,0.44,0.4439,305962.0
2018-03-06,0.45,0.4964,0.4473,0.4656,241159.0,0.0,1.0,0.45,0.4964,0.4473,0.4656,241159.0
2018-03-05,0.43,0.45899999999999996,0.4187,0.45,92997.0,0.0,1.0,0.43,0.45899999999999996,0.4187,0.45,92997.0
2018-03-02,0.435,0.435,0.4151,0.42,61996.0,0.0,1.0,0.435,0.435,0.4151,0.42,61996.0
2018-03-01,0.41,0.435,0.41,0.433,35366.0,0.0,1.0,0.41,0.435,0.41,0.433,35366.0
2018-02-28,0.415,0.435,0.415,0.415,76041.0,0.0,1.0,0.415,0.435,0.415,0.415,76041.0
2018-02-27,0.41,0.44,0.41,0.415,33758.0,0.0,1.0,0.41,0.44,0.41,0.415,33758.0
2018-02-26,0.41200000000000003,0.4283,0.41200000000000003,0.42,19665.0,0.0,1.0,0.41200000000000003,0.4283,0.41200000000000003,0.42,19665.0
2018-02-23,0.42601000000000006,0.44,0.41,0.42,75965.0,0.0,1.0,0.42601000000000006,0.44,0.41,0.42,75965.0
2018-02-22,0.4402,0.4499,0.425,0.43,26167.0,0.0,1.0,0.4402,0.4499,0.425,0.43,26167.0
2018-02-21,0.435,0.46,0.425,0.4396,80573.0,0.0,1.0,0.435,0.46,0.425,0.4396,80573.0
2018-02-20,0.4515,0.47,0.43,0.43,65995.0,0.0,1.0,0.4515,0.47,0.43,0.43,65995.0
2018-02-16,0.4314,0.46,0.43,0.45,107194.0,0.0,1.0,0.4314,0.46,0.43,0.45,107194.0
2018-02-15,0.43,0.465,0.43,0.45,51403.0,0.0,1.0,0.43,0.465,0.43,0.45,51403.0
2018-02-14,0.42,0.47,0.42,0.43,109508.0,0.0,1.0,0.42,0.47,0.42,0.43,109508.0
2018-02-13,0.4501,0.47,0.41,0.43,114815.0,0.0,1.0,0.4501,0.47,0.41,0.43,114815.0
2018-02-12,0.43,0.48,0.4,0.4501,172273.0,0.0,1.0,0.43,0.48,0.4,0.4501,172273.0
2018-02-09,0.45,0.46,0.4301,0.4448,24269.0,0.0,1.0,0.45,0.46,0.4301,0.4448,24269.0
2018-02-08,0.4466,0.46799999999999997,0.4307,0.4498,35112.0,0.0,1.0,0.4466,0.46799999999999997,0.4307,0.4498,35112.0
2018-02-07,0.44,0.4517,0.4213,0.44,65646.0,0.0,1.0,0.44,0.4517,0.4213,0.44,65646.0
2018-02-06,0.435,0.4599,0.4202,0.4365,91194.0,0.0,1.0,0.435,0.4599,0.4202,0.4365,91194.0
2018-02-05,0.4,0.4383,0.4,0.42,79755.0,0.0,1.0,0.4,0.4383,0.4,0.42,79755.0
2018-02-02,0.45,0.45,0.4048,0.4383,252345.0,0.0,1.0,0.45,0.45,0.4048,0.4383,252345.0
2018-02-01,0.42,0.47,0.4012,0.45,146999.0,0.0,1.0,0.42,0.47,0.4012,0.45,146999.0
2018-01-31,0.42,0.43,0.40001,0.4167,177494.0,0.0,1.0,0.42,0.43,0.40001,0.4167,177494.0
2018-01-30,0.4,0.42,0.39,0.41700000000000004,189612.0,0.0,1.0,0.4,0.42,0.39,0.41700000000000004,189612.0
2018-01-29,0.40299999999999997,0.40299999999999997,0.39,0.4,136849.0,0.0,1.0,0.40299999999999997,0.40299999999999997,0.39,0.4,136849.0
2018-01-26,0.4363,0.44,0.3702,0.4,252981.0,0.0,1.0,0.4363,0.44,0.3702,0.4,252981.0
